id (N) (P),profit_margin (N),tax (N),phone_number (T),table_1_id (N)
264670,36347,5794,Region reflect.,389159
290043,3186,18876,Nearly activity.,347892
394576,7092,7395,Newspaper save age.,11122
141768,11454,18172,Another lead store.,310001
269135,29360,44579,Success ready.,333690
113454,4511,28673,Detail light boy.,26736
291025,39546,45137,Son happy treat.,82677
212008,3623,37195,Year standard baby.,319771
99388,34546,20739,From apply money.,40045
193022,33922,21794,Against last.,393666
167416,47878,9335,Item provide.,490301
430335,10052,19832,Parent face.,156470
492996,11890,31656,Cause reality card.,314954
471334,42658,22595,Defense ok fast.,250972
468125,8349,25787,Onto example turn.,421478
134970,47883,44590,Close remember.,371773
33470,25365,9126,Score realize house.,227741
134874,4343,48176,Body these threat.,99712
41321,32301,10534,Win than avoid stay.,292896
335710,36361,32335,West concern really.,135958
404281,17972,4239,Miss color reality.,159134
30988,6858,26817,Evening although.,351894
79589,19817,7304,Mr conference walk.,444587
448958,19901,25133,Bank write turn.,200279
133680,3248,8023,Despite tax.,37616
324388,3877,20265,Try ok heavy think.,236907
68708,20661,33517,Thought street fine.,152137
146685,27037,15495,Three enough space.,419154
417899,8996,22186,Ability money.,62138
68668,16566,10847,Seem prevent.,160928
123364,12250,25073,Option before nice.,141244
99809,34745,47925,General specific.,309455
497287,17013,46385,Live case industry.,82802
453935,34827,29859,Return address grow.,206980
42782,13670,42199,World hope call.,228525
421420,46216,12282,Get mission beat.,92281
105975,29491,1197,Person join ask.,43010
98442,4106,42873,Military support.,314038
440701,31498,1081,Town eat smile.,115626
255863,44769,28215,Reveal analysis.,413971
17498,23769,4504,House beat common.,269626
461847,22768,45193,Interesting.,386085
201436,25191,22850,Soon job son modern.,367241
186016,46073,21790,Care consider enter.,301240
389126,20268,17862,Early put everybody.,338457
76977,39942,28119,Summer opportunity.,89307
331807,33479,17455,Little science.,311954
403745,13019,2379,Market member day.,415392
151162,17418,842,Enter help room.,292019
275236,28440,14563,Paper until grow.,220799
167703,38388,9176,Four ready claim.,159407
365269,18706,46017,House fear here.,14325
381720,31785,33603,Machine actually.,394086
256000,20744,31382,Item seek at son.,163925
430892,26695,45616,State us stage yeah.,244485
106317,22474,16052,Sign road should.,336287
31702,20516,16725,World policy city.,435350
256422,24834,27255,Reason power over.,385255
426427,28262,40203,Local get travel.,182822
296202,12384,45040,Grow form.,360455
276661,18583,35623,City catch happy.,431272
320208,46109,8494,Leader some.,250249
237558,25148,7979,Still trade exactly.,269403
63987,4889,1106,Effort treatment.,310570
418791,16632,19491,Fast knowledge.,137573
334341,16487,48709,Figure myself.,397751
210093,30034,7231,Eight mind become.,302444
431042,24708,5472,Parent reflect unit.,243165
469010,10982,45,Decide church mind.,217100
314624,46052,6270,Turn produce.,405901
399478,36578,5917,Visit something.,213002
350104,40414,36929,Song fund again.,279025
213071,30872,6803,Miss analysis owner.,344962
365121,29581,24741,Score throughout.,434757
451783,14640,31641,Town later of place.,153425
344580,11366,34774,Commercial center.,179123
475694,19290,34226,Fish economy word.,24181
94142,47026,44345,Indicate middle.,181907
349469,39562,7552,Above democratic.,425273
337779,43320,45878,Item test friend.,143616
49256,19452,10800,Sit science bit.,18432
435503,47248,19648,Development old.,43129
129795,23824,15509,Sit shake then.,481442
28094,1093,10433,System.,320725
214358,5396,43048,Event kind.,460890
206024,4487,22200,Open in address.,421014
151761,6856,10204,Improve myself area.,387408
401468,39260,22652,Spring concern fine.,246009
339522,7926,24652,Than provide range.,274764
486243,42169,12410,Else particular.,252428
55812,8711,21914,Wish pull artist.,457878
64762,14808,24174,Enough beat court I.,70
167348,38859,2679,Loss phone very.,370374
33393,42983,41841,Approach police.,189477
117086,2163,7808,Why fall trial side.,65531
354980,37314,18511,Somebody assume.,377548
345946,38545,49732,Rate wrong huge.,253126
104520,15839,13170,Often last east.,468517
235006,44509,18466,Response level.,339215
195849,13481,7192,Feel accept west.,254934
15269,41555,8812,For care language.,471521
427301,39286,45875,Hot act well others.,406309
492808,15571,17481,Purpose only spend.,39025
151117,41634,18638,Among seven manager.,300268
435570,5717,2969,Feeling religious.,56190
368392,23511,23559,Those threat smile.,495671
56447,6509,4894,Left defense.,249999
216357,47523,49051,Agency everyone.,228501
330614,12594,46807,Free lead might.,367275
223226,12029,49592,Attention hear base.,301502
24648,47947,15696,Present tax board.,365676
290800,15753,32840,Least model.,47217
8950,37720,16166,Anything data.,461018
242505,41995,9052,Song catch street.,461844
62385,39184,36716,Civil drop grow.,282372
360178,5847,9040,Small pay past game.,378505
499230,13408,10804,TV have rather.,430985
293288,31906,19170,Support world same.,81933
62105,18465,12730,Election throughout.,428181
438197,25945,48754,Goal cost human.,229300
396547,49675,46079,Organization watch.,80069
470548,7511,24342,Source fire we.,45878
72664,20130,41970,Certain movie this.,74328
7080,5983,46899,Space network voice.,177541
231698,34543,47029,Agree everyone.,465392
80639,32778,24067,And own tax note.,33938
61518,42998,7665,House prepare child.,134236
397408,10457,6467,Government no.,306929
460625,28035,13845,Standard watch of.,436238
479504,5112,37306,Visit laugh fly.,140941
234589,8811,44078,Source player.,124733
444565,29459,42033,Cost else finally.,388774
52167,19242,35380,Heavy college.,464279
43963,29850,21141,Subject buy house.,358401
187316,43632,36066,Building.,316878
51874,27714,16522,Life area whether.,459518
370601,4338,42603,Responsibility.,328885
316527,25970,35146,At each join guess.,223083
291707,44434,11447,Statement which in.,478344
335834,14894,42214,Alone front sell.,282087
296971,31845,33270,School member heavy.,163043
31377,32879,20887,Up modern where.,487878
455655,2606,31058,Without where close.,107304
484574,9699,13987,If fire performance.,312421
410002,32519,13236,Feeling.,192802
498473,45746,47237,Decade that between.,342306
298327,17756,6217,Find modern help.,333789
105773,49276,33534,Add husband focus.,311517
176030,7800,2211,Provide type.,478558
183639,19838,24233,Spring listen.,11307
66833,14425,21427,Create along water.,302974
428177,23045,15766,Building worker.,170466
251493,39152,16831,Each whatever.,432458
46772,44287,31380,Special article.,495383
370766,27518,23804,Stage rock price.,145211
71631,3485,46210,Yourself both.,171648
103616,39176,41491,Difference class.,129248
88355,38211,32166,Space much economy.,393366
139540,21806,41385,Community gun off.,210212
280175,41227,46821,Study wish put must.,211198
15743,23352,15933,Yes new perhaps.,319550
180625,48861,15564,Statement step.,172015
18786,15010,45398,Arm consider beyond.,425237
408715,10741,15209,Attorney loss trip.,345638
246940,39246,15130,Head seek save.,121504
208537,11779,22409,Civil say control.,361809
489125,36811,10835,Head doctor effort.,257955
453344,7382,8670,Research speech.,401079
73327,48255,15283,Focus American.,328940
400039,11522,23802,Expect my can many.,51086
214231,2969,21304,Management third.,57903
56824,7274,28475,Get fire describe.,309386
449495,11907,8021,TV add ready best.,463304
26379,34680,174,Data family up drop.,348668
98307,49528,3258,Guy stop sister.,94080
48603,29876,9565,Leave still phone.,208070
326312,19052,34611,Despite wrong red.,492248
210162,17219,33031,Read above reality.,475345
236514,14461,42246,Show according.,114830
46769,45240,9183,Bill author peace.,420553
193491,19047,10931,Respond week itself.,276570
169814,4884,12058,Six dinner customer.,196426
355191,43224,5961,Choice research.,189621
412052,29628,5268,Black affect thank.,69494
86146,28854,18555,Serve read story.,182755
319100,8792,4616,House interest let.,402187
83846,9130,5804,Likely face door.,166214
17964,22198,16857,Figure effect nor.,149151
463659,11061,35753,Audience major four.,223036
475299,44474,22841,Play improve church.,442124
400717,6969,8383,Defense mean for.,190567
118464,1429,34332,Meet dinner.,77608
122557,33594,22535,Tend stay there end.,322757
126477,36494,3950,Next them including.,410481
399217,11028,4199,Little concern.,112275
493700,49822,46273,Travel question man.,27152
476509,18282,35553,Offer without.,242761
418650,48977,35639,Few growth tree.,30925
400177,11766,46903,Appear little then.,6282
458157,35691,39837,Too fire peace.,329748
231808,7374,40184,Red child fall.,339174
66510,9455,36489,While at none goal.,226620
34616,13293,20936,Life relate I coach.,419187
121928,49647,48615,Sister anyone.,266684
275523,43542,18552,Single quite major.,195809
243924,10181,28475,Wish hotel recently.,469130
232486,21774,32551,Keep process score.,472814
435347,28989,26064,Give few use treat.,15154
486771,47101,10420,Than money gun.,71861
490304,18458,34756,Herself.,231361
269938,33398,898,Away poor parent.,331268
51982,27899,740,Early notice near.,34582
203040,27705,31226,Expect success card.,487773
262294,2157,37576,Attention ground.,242622
51131,18189,6453,Why growth offer.,316847
51553,19107,28759,Customer memory.,5629
32082,11122,44157,Learn pay history.,88414
48980,43341,39263,Evening it happen.,274658
174879,40037,2308,Huge fire attention.,267137
344208,38804,40958,Experience media.,144214
231228,23787,27074,Serve again once.,430198
142379,48720,38305,Little least he.,318731
293995,14312,21017,Want red food war.,320026
471599,48628,34756,Hair want read.,244856
108771,45978,18971,Role anyone onto my.,426011
37008,9016,38820,Charge consumer.,31392
118213,21184,11608,Institution call.,342806
15618,22196,14646,Movie yourself.,78094
15303,1954,42735,Attorney billion.,368437
66509,35911,28305,Table generation.,114194
50018,73,25826,Study sport lawyer.,111102
448679,14009,9076,Commercial success.,266300
254958,36797,21269,I more manager.,120514
368413,18066,613,Police mouth big.,490502
50820,45404,44308,Specific model.,87764
355547,45149,31635,Certain somebody.,352846
207908,20214,41006,Smile art.,156339
30777,38446,47732,Thank door.,435197
345548,20148,18657,Professor early act.,389241
151079,37940,22063,At more health.,313679
211744,42759,37851,Clearly where.,441675
170850,42788,25621,Individual safe.,46437
80316,3839,20817,Maintain Mrs class.,36976
78844,48103,12296,Girl man draw.,222007
421514,31274,35300,Whom degree.,377055
371233,41912,4017,Describe TV west.,70231
168970,49147,45811,Evidence size next.,477650
414439,41611,775,Hour garden own.,399137
320471,1970,7342,Move ask admit.,360606
36603,312,48386,Official his.,441476
221408,1882,28658,Play yet Mr type.,461443
319122,16924,31342,Door instead.,293675
478703,6696,34047,Report six customer.,337805
492471,49215,15251,Trial available.,221861
284489,9885,9316,Analysis visit.,454412
411971,6095,10591,Nature first.,253729
438887,17620,36006,Sometimes bag.,467477
443221,20891,24725,Audience gas soon.,345546
194686,37648,25465,Ten his address.,168510
379473,40637,8496,Effort economy here.,219085
111634,46698,28774,Compare window.,345366
262743,27155,2512,Class staff apply.,158716
69492,32830,36026,Similar under she.,382447
250638,33790,13460,Into partner course.,206422
45890,21564,17702,Treatment need bad.,300646
348174,12726,15258,Instead kitchen.,428320
281288,41940,44942,Parent eat nice.,338832
88085,11162,37611,North economic than.,319173
139740,37633,30665,Hit suddenly exist.,290322
35286,16597,38195,Others.,184245
486881,14739,826,They tough wall.,454533
371016,26035,39314,Great answer the.,435889
335408,10239,36656,Within almost major.,135988
412919,42290,29929,Name main bill I.,174336
29570,34828,42806,Blue prepare hand.,341869
10863,28555,41455,Painting probably.,170650
91838,14248,5762,Opportunity up Mr.,250468
252373,42969,34467,Pull your for book.,236858
81319,7565,49365,Number fund care.,151508
190337,15706,27188,But skin race down.,212218
224838,21784,24114,Compare long sound.,277737
427025,44352,27014,Low into policy.,136759
55240,46695,44840,Respond best.,138072
419957,33550,13840,Institution low.,479635
162305,47819,27606,Southern term.,8290
281217,1293,41957,Future body movie.,28089
492412,49708,16838,Focus picture leg.,273312
289304,17759,2486,Number so play ball.,159273
317282,44736,11464,Wish need wish.,37991
183164,13596,13715,Follow pick compare.,160356
332417,42621,1019,Matter above hand.,292612
312013,43410,43314,Forward station.,316011
221436,2661,34238,Bit together girl.,188815
392674,7445,5403,Individual true.,336810
227233,37006,22794,Season past evening.,90987
273189,47896,27821,Contain edge.,332840
42516,404,9650,Clear computer.,316971
220468,31343,15828,South wonder.,93228
43621,7375,18678,Bill degree woman.,479726
355229,2560,22159,Seven out fine and.,112478
477233,32282,19860,Animal natural.,413972
460827,39705,19926,Enter evidence.,275910
22333,37580,45239,Spend police.,316978
154662,47110,4579,Daughter tree name.,324994
326773,4172,16062,Bar mouth eye.,25521
341521,46930,44225,We necessary have.,128834
451630,43245,38706,Act memory ahead a.,171127
189027,15340,13998,Require interest.,14629
195634,44834,24606,Audience sound.,352264
489049,42657,2572,Consider condition.,367005
56992,28590,10851,Trouble maybe who.,242234
490029,18406,3992,Reveal environment.,195453
337140,6433,29824,Good follow.,498056
111210,23315,34858,Important final.,370310
37984,28427,32197,Exactly majority.,308829
261203,21787,31108,Television build.,173169
278715,1397,41685,Memory Democrat.,488537
269923,3361,37109,Some sea human.,487773
284065,26879,14720,Month establish.,342837
444291,18279,30323,Figure fear a thus.,390743
21337,47783,48997,Couple prevent.,190756
4864,29302,1694,Actually nothing.,432062
351889,26021,16781,Course should PM.,152465
83057,22712,4472,Score sound.,424152
175164,32639,42430,Country response.,336727
158457,6518,43844,Agent purpose many.,263238
